feature,missing_count,missing_rate,mean,std,min,q25,median,q75,max,pass_mean,fail_mean,cohen_signed,cohen_abs
sensor_022,2,0.0012763241863433313,2699.3784345047925,295.49853453043056,0.0,2578.0,2664.0,2841.75,3656.25,2705.15817373461,2617.339805825243,-0.2979025833445671,0.2979025833445671
sensor_247,715,0.4562858966177409,0.053373591549295774,0.06688019872989498,0.0,0.0192,0.027,0.0515,0.4914,0.05174135723431498,0.07132816901408451,0.2936567267092762,0.2936567267092762
sensor_123,9,0.00574345883854499,15.829659820282414,0.10831493753624595,15.17,15.7625,15.83,15.9,16.1,15.827565337001374,15.858942307692306,0.29035013549227234,0.29035013549227234
sensor_437,2,0.0012763241863433313,4.016785495207667,1.6112736720855252,1.1568,3.0707,3.7809,4.6786,32.274,3.9868538987688096,4.441639805825242,0.2828562091843184,0.2828562091843184
sensor_014,3,0.0019144862795149968,9.005370524296675,2.7965955707527526,2.2493,7.094875,8.966999999999999,10.861875,19.5465,9.056840547945205,8.282810576923076,-0.27734787520228804,0.27734787520228804
sensor_114,0,0.0,0.00012252712188895982,0.0016680941765185792,0.0,0.0,0.0,0.0,0.0414,9.200273410799727e-05,0.0005519230769230768,0.27627989523154434,0.27627989523154434
sensor_133,8,0.005105296745373325,1004.0430934573446,6.537701154618075,980.451,999.9961,1004.05,1008.6706,1020.9944,1003.9246225429554,1005.7005471153848,0.2721827359435307,0.2721827359435307
sensor_249,0,0.0,0.0010652201659221443,0.015770787828204697,0.0,0.0,0.0,0.0,0.4138,0.0007857826384142174,0.004996153846153846,0.26747922119704337,0.26747922119704337
sensor_387,0,0.0,0.00033924696873005746,0.0049893344938820305,0.0,0.0,0.0,0.0,0.1309,0.00025105946684894056,0.0015798076923076924,0.26682001506749825,0.26682001506749825
sensor_100,6,0.0038289725590299937,-2.1268417680973738e-05,0.0003555366912193449,-0.003,-0.0002,0.0,0.0002,0.0023,-2.745367192862045e-05,6.538461538461539e-05,0.26159336265883715,0.26159336265883715
sensor_557,260,0.16592214422463306,1.6230700076511093,1.8704334384919217,0.1646,1.1829,1.5298,1.8156,54.2917,1.5912058149058148,2.0754674418604653,0.25933953886812483,0.25933953886812483
sensor_554,260,0.16592214422463306,0.5036574598316756,0.5988519979364184,0.052,0.3438,0.4789,0.56235,17.4781,0.4934769041769042,0.6481976744186047,0.25879524755134053,0.25879524755134053
sensor_551,260,0.16592214422463306,1.2307115531752104,1.3611173002144201,0.12,0.87,1.15,1.37,39.33,1.2075757575757575,1.5591860465116278,0.25875749714790064,0.25875749714790064
sensor_056,4,0.0025526483726866626,0.9288493282149711,0.006807361515537244,0.8755,0.92545,0.931,0.9331,0.9378,0.928733698630137,0.930488349514563,0.2582042042071367,0.2582042042071367
sensor_220,1341,0.8557753669432036,0.00921283185840708,0.0019890062148504874,0.0057,0.0078,0.00895,0.0103,0.024,0.00923767441860465,0.008727272727272728,-0.2564335078354884,0.2564335078354884
sensor_519,715,0.4562858966177409,11.728439906103286,15.814419874330685,0.0,4.1603,5.83295,10.97185,184.3488,11.393324455825862,15.41470985915493,0.2547672612271679,0.2547672612271679
sensor_460,1,0.0006381620931716656,29.197413601532567,13.335188892539882,7.9534,20.22185,26.16785,35.278800000000004,149.3851,28.98199001367989,32.225772115384615,0.2436196473678082,0.2436196473678082
sensor_200,7,0.004467134652201659,17.60019230769231,8.690718499196093,3.21,14.155000000000001,17.235,20.1625,199.62,17.459471153846152,19.570288461538464,0.24325101994930856,0.24325101994930856
sensor_095,6,0.0038289725590299937,6.0025624599615635e-05,0.00010440797375672332,-0.0009,0.0,0.0,0.0001,0.0009,5.8339052848318466e-05,8.365384615384616e-05,0.2428271615665148,0.2428271615665148
sensor_063,7,0.004467134652201659,13.989926987179485,7.119863108210895,1.6591,10.3643,13.24605,16.3761,188.0923,13.875941071428569,15.585729807692307,0.24049860777018756,0.24049860777018756
sensor_471,6,0.0038289725590299937,9.63879679692505,10.174117047695473,2.4026,5.8073,7.396,9.7202,212.6557,9.476705078929307,11.909639423076923,0.23947956095958192,0.23947956095958192
sensor_110,1018,0.6496490108487556,101.31825282331512,1.8800873187169334,88.1938,100.389,101.4817,102.0781,106.9227,101.2937310211946,101.74248000000001,0.23881962939309145,0.23881962939309145
sensor_455,1,0.0006381620931716656,3.636633461047254,0.9383721211041947,0.6948,2.8996750000000002,3.7245,4.341925,10.184,3.6225541039671683,3.834556730769231,0.2262122295715047,0.2262122295715047
sensor_477,6,0.0038289725590299937,6.257921460602177,10.185026114844831,1.6872,4.1054,5.2422,6.7038,289.8264,6.105093548387098,8.398981730769231,0.2255056008538569,0.2255056008538569
sensor_058,4,0.0025526483726866626,4.593311772232886,0.0850947759010716,4.2199,4.5319,4.5727,4.6686,4.8475,4.592049383561643,4.611205825242719,0.2253988944354604,0.2253988944354604
sensor_197,6,0.0038289725590299937,20.092709801409352,10.552161573356331,9.22,17.13,19.37,21.46,252.87,19.93495538778312,22.302788461538462,0.2246734927601804,0.2246734927601804
sensor_183,1,0.0006381620931716656,26.66117037037037,6.836100919669127,5.014,21.171499999999998,27.200499999999998,31.687,72.947,26.559824076607384,28.08586538461539,0.2235071447684888,0.2235071447684888
sensor_468,7,0.004467134652201659,224.1730472435897,230.76691495133312,0.0,38.472775,150.3401,335.92240000000004,999.877,227.59087953296702,176.3233951923077,-0.22243209418037602,0.22243209418037602
sensor_076,24,0.015315890236119975,-0.02939047310434219,0.03320327939551294,-0.1862,-0.0519,-0.0289,-0.0065,0.0723,-0.02889339819318972,-0.036268269230769236,-0.22238600460329372,0.22238600460329372
sensor_365,2,0.0012763241863433313,0.0051985303514377,0.0026560102450616263,0.0017,0.0038,0.0046,0.0058,0.0368,0.005159479808350445,0.005747115384615384,0.22151355210516208,0.22151355210516208
sensor_126,9,0.00574345883854499,2.7507284980744546,0.2534708152385679,2.34,2.572,2.735,2.873,3.991,2.7469958734525446,2.802913461538462,0.22087203623571194,0.22087203623571194
sensor_511,2,0.0012763241863433313,275.97945674121405,329.66468041158004,0.0,0.0,0.0,555.2941,1000.0,271.14984818617387,343.82616923076927,0.2207179988234282,0.2207179988234282
sensor_065,7,0.004467134652201659,27.131815576923074,7.121703093956383,4.308,23.056425,26.26145,29.91495,118.0836,27.027495535714284,28.592296153846153,0.21998320227714455,0.21998320227714455
sensor_550,260,0.16592214422463306,17.013312930374905,4.966953947064532,6.11,14.53,16.34,19.035,131.68,16.942301392301392,18.021511627906975,0.21751096105034354,0.21751096105034354
sensor_569,273,0.1742182514358647,21.11767403400309,10.213294338381658,3.2504,15.4662,16.98835,24.772175,84.8024,20.981064250411865,23.1907275,0.21656239222932908,0.21656239222932908
sensor_205,6,0.0038289725590299937,9.050121716848174,11.541082734748231,2.3,6.04,7.74,9.94,320.05,8.88474262182567,11.367019230769232,0.21532296320300465,0.21532296320300465
sensor_553,260,0.16592214422463306,7.703873527161439,2.192647285688347,2.786,6.7381,7.4279,8.63715,56.9303,7.672856592956593,8.144241860465117,0.21520837717872984,0.21520837717872984
sensor_337,7,0.004467134652201659,2.3274816025641023,1.6994348058989959,0.0,1.54285,2.05445,2.785475,38.8995,2.3031941620879124,2.6675057692307695,0.2146107039972803,0.2146107039972803
sensor_196,7,0.004467134652201659,8.68848717948718,15.720926221143502,1.75,5.04,6.78,9.555,396.11,8.464258241758243,11.827692307692306,0.21418309757016954,0.21418309757016954
sensor_090,51,0.03254626675175495,8827.536865303431,396.3136618600386,7397.31,8564.689975,8825.435099999999,9065.432400000002,10746.6,8833.289516985138,8748.61942038835,-0.21388316727281273,0.21388316727281273
sensor_319,1,0.0006381620931716656,7.916036079182631,2.17905879570771,1.6574,6.24515,8.3888,9.481100000000001,20.0455,7.88522852257182,8.349119230769231,0.21311761140238822,0.21311761140238822
sensor_575,0,0.0,0.10472916400765793,0.0677911184842199,0.023,0.0751,0.0895,0.11215,0.5502,0.10568195488721806,0.09132596153846155,-0.21199537234286503,0.21199537234286503
sensor_038,1,0.0006381620931716656,86.83657656449553,0.44675558233221313,84.7327,86.5783,86.8207,87.0024,88.4188,86.83031080711353,86.92465865384614,0.21140968204660895,0.21140968204660895
sensor_469,6,0.0038289725590299937,5.66229269698911,3.151684683718798,2.6009,4.8472,5.4724,6.0057,77.8007,5.617964035689774,6.283320192307693,0.21133684327801208,0.21133684327801208
sensor_166,2,0.0012763241863433313,2.7888817891373803,1.119755905743267,0.8,2.1,2.6,3.2,21.1,2.7733242134062928,3.0097087378640777,0.2113260185653046,0.2113260185653046
sensor_157,1429,0.9119336311423102,0.047104347826086954,0.03953765066837538,0.0118,0.027049999999999998,0.03545,0.048875,0.2876,0.04758692307692307,0.039262500000000006,-0.21003061900565614,0.21003061900565614
sensor_032,1,0.0006381620931716656,85.3374687100894,2.026549205778641,83.1829,84.4905,85.13544999999999,85.7419,105.6038,85.30929938440491,85.73346442307692,0.20952213122703905,0.20952213122703905
sensor_068,6,0.0038289725590299937,147.43757764253684,4.240095182952078,87.0255,145.2373,147.5973,149.9591,167.8309,147.49656225120108,146.61122596153845,-0.20901781998486232,0.20901781998486232
sensor_492,1341,0.8557753669432036,8.170942920353982,1.7592622036065415,4.8882,6.92465,8.00895,9.078899999999999,21.0443,8.188857674418605,7.820790909090909,-0.20896391597304162,0.20896391597304162
sensor_070,6,0.0038289725590299937,619.1016865470853,9.539190367164208,581.7773,612.7745,619.0327,625.17,722.6018,619.2342210706933,617.2449288461539,-0.20875468961411142,0.20875468961411142
sensor_199,6,0.0038289725590299937,11.532056374119154,16.44555600285298,2.77,6.74,8.57,11.46,390.12,11.303706245710364,14.731153846153846,0.20862709751938593,0.20862709751938593
sensor_573,0,0.0,0.3456364390555201,0.24847812360739024,0.0667,0.24225,0.2934,0.3669,2.1967,0.3490719070403281,0.29730865384615385,-0.2085353986515802,0.2085353986515802
sensor_040,24,0.015315890236119975,67.9049092676604,24.06294300863671,1.434,74.8,78.29,80.2,86.12,68.23984155663655,63.27060576923077,-0.20672036130976498,0.20672036130976498
sensor_543,2,0.0012763241863433313,0.008470862619808308,0.0015335446409861125,0.0051,0.0078,0.0078,0.009,0.024,0.008491854893908283,0.008175961538461538,-0.2061948954782808,0.2061948954782808
sensor_542,2,0.0012763241863433313,0.11120843450479233,0.002736759413485172,0.1053,0.1096,0.1096,0.1134,0.1184,0.11124565366187543,0.11068557692307694,-0.20485063906654988,0.20485063906654988
sensor_556,260,0.16592214422463306,4.216904514154551,1.2800084208134206,1.4967,3.6251,4.0671,4.7027,35.3198,4.199779524979525,4.460039534883721,0.20350788465039849,0.20350788465039849
sensor_562,273,0.1742182514358647,262.72968315301387,7.630585273216421,242.286,259.9725,264.272,265.707,311.404,262.82556342668863,261.2747,-0.20340845108513814,0.20340845108513814
sensor_280,2,0.0012763241863433313,0.018033546325878592,0.006483010889275725,0.0073,0.0142,0.0169,0.0207,0.0755,0.018120807665982203,0.016807692307692305,-0.20274071210864944,0.20274071210864944
sensor_341,6,0.0038289725590299937,2.732093657911595,3.667901967754305,0.5741,1.9118,2.3773,2.9854,97.7089,2.683375909402883,3.414610576923077,0.199543463413497,0.199543463413497
sensor_577,0,0.0,16.642362858966177,12.485266987951567,4.582,11.50155,13.8179,17.0809,96.9601,16.80752918660287,14.318917307692308,-0.19950611392271897,0.19950611392271897
sensor_031,2,0.0012763241863433313,3.673189392971246,0.5353218337891784,2.0698,3.3627,3.431,3.5313,4.8044,3.6801824213406293,3.573929126213592,-0.19866232558232427,0.19866232558232427
sensor_333,6,0.0038289725590299937,6.215865791159512,3.4034468352849374,2.8372,5.4539,5.9801,6.5495,90.5159,6.171586479066575,6.836201923076923,0.19544658397505021,0.19544658397505021
sensor_547,260,0.16592214422463306,403.54647742922725,5.063887235535019,372.822,400.694,403.122,407.43100000000004,421.702,403.4817182637183,404.4659069767442,0.19450608757282864,0.19450608757282864
sensor_301,2,0.0012763241863433313,0.9101459424920129,0.33198168690319163,0.31,0.7172,0.8604,1.0464,5.711,0.9059264021887824,0.9700388349514562,0.19328050989509543,0.19328050989509543
sensor_433,2,0.0012763241863433313,205.51930440894571,225.77887027188953,0.0,10.0271,151.1156,305.0263,995.7447,202.657510875513,246.14010194174753,0.19274774684404383,0.19274774684404383
sensor_423,3,0.0019144862795149968,77.66044590792839,32.59693287559445,23.02,55.976675,69.90545,92.91149999999999,424.2152,77.24380842465753,83.5093951923077,0.1923733625928081,0.1923733625928081
sensor_281,2,0.0012763241863433313,0.01509405750798722,0.005545481256159795,0.0069,0.0119,0.0139,0.0166,0.0597,0.015164613278576317,0.014102884615384614,-0.19161526379251648,0.19161526379251648
sensor_567,273,0.1742182514358647,0.06008639876352396,0.032760950249756275,0.0091,0.0382,0.04865,0.07527500000000001,0.2932,0.0597004942339374,0.0659425,0.19065918440741814,0.19065918440741814
sensor_565,273,0.1742182514358647,0.1456095054095827,0.08112235463523564,0.0224,0.0877,0.11954999999999999,0.18614999999999998,0.6892,0.14465510708401974,0.1600925,0.19042428735921899,0.19042428735921899
sensor_138,14,0.008934269304403318,57.60302459755312,12.345358058102567,19.8,50.9001,55.9001,62.9001,141.7998,57.44575458937199,59.79421923076923,0.1903847859601696,0.1903847859601696
sensor_188,1,0.0006381620931716656,43.21141826309067,21.71187601683998,6.613,24.711,40.209500000000006,57.67475,191.83,42.93837346101231,47.049798076923075,0.18951334745275522,0.18951334745275522
sensor_411,14,0.008934269304403318,2.6160863490019315,0.5514741690393612,0.9609,2.3213,2.5481,2.8532,6.215,2.6091006211180123,2.713416346153846,0.1893088744341976,0.1893088744341976
sensor_582,1,0.0006381620931716656,0.5000961685823755,0.0034043251020306237,0.4778,0.4979,0.5002,0.502375,0.5098,0.500053488372093,0.5006961538461538,0.18892776303100742,0.18892776303100742
sensor_099,6,0.0038289725590299937,0.0015401024983984631,0.062740393429447,-0.5283,-0.0298,0.0,0.0298,0.8854,0.0007617707618393961,0.012444230769230765,0.1863446003099101,0.1863446003099101
sensor_292,1429,0.9119336311423102,0.01448695652173913,0.011493653126942513,0.0041,0.008725,0.011,0.014924999999999999,0.0831,0.014610769230769231,0.012474999999999998,-0.18531828005356699,0.18531828005356699
sensor_488,24,0.015315890236119975,352.6164769280622,252.04375135066138,0.0,139.91435,348.5294,510.64715,997.5186,355.759291104934,309.1308076923077,-0.18514093663744652,0.18514093663744652
sensor_545,2,0.0012763241863433313,7.611403130990415,1.3155442597144669,4.4294,7.116,7.116,8.0207,21.0443,7.627522861054072,7.3849519230769225,-0.18452414696944588,0.18452414696944588
sensor_203,6,0.0038289725590299937,30.073142729019857,17.461797918207267,7.728,24.653,30.097,33.506,500.349,29.861011393273852,33.04502115384616,0.18247186413817598,0.18247186413817598
sensor_349,24,0.015315890236119975,0.025252235904082956,0.010603207483607125,0.001,0.0196,0.024,0.0286,0.1339,0.02512369701181376,0.02703076923076923,0.17998292076223665,0.17998292076223665
sensor_475,6,0.0038289725590299937,4.2625733504164,2.6111739765726782,1.1011,3.4945,4.2762,4.7418,79.1162,4.231559643102265,4.697063461538462,0.1783931009258177,0.1783931009258177
sensor_145,2,0.0012763241863433313,0.06362140575079872,0.026540583373346135,0.0214,0.048,0.0586,0.0718,0.2507,0.06393230663928816,0.05925384615384615,-0.17638956251246993,0.17638956251246993
sensor_211,24,0.015315890236119975,0.0567549578742709,0.02500514369357546,0.0022,0.0438,0.0532,0.0642,0.3227,0.0564589298123697,0.06085096153846154,0.17575878125902514,0.17575878125902514
sensor_213,24,0.015315890236119975,0.06034614387556708,0.05302956395031068,0.0037,0.0364,0.056,0.0737,1.2837,0.0597189020152884,0.06902499999999999,0.17560211099602338,0.17560211099602338
sensor_143,9,0.00574345883854499,0.004169448010269577,0.00128180932587709,0.0,0.0033,0.0039,0.0049,0.0121,0.0041844566712517205,0.003959615384615384,-0.1755213746824358,0.1755213746824358
sensor_115,0,0.0,747.3837915762605,48.94924986407113,544.0254,721.023,750.8614,776.7818500000001,924.5318,747.9533277511962,739.3719509615386,-0.1754229539922209,0.1754229539922209
sensor_146,2,0.0012763241863433313,0.05501003194888179,0.021844487744507778,0.0227,0.0423,0.05,0.0615,0.2479,0.05526351813826146,0.05144903846153846,-0.17472939562198286,0.17472939562198286
sensor_484,24,0.015315890236119975,215.28894802333116,213.12663798938698,0.0,76.4554,138.7755,294.66705,996.8586,217.79632022237666,180.59559615384615,-0.17465833557552893,0.17465833557552893
sensor_181,1,0.0006381620931716656,0.5467701149425287,0.22440175239982996,0.093,0.378,0.524,0.68875,3.573,0.5493632010943913,0.5103173076923078,-0.1741079420653463,0.1741079420653463
sensor_078,24,0.015315890236119975,-0.013642579390797148,0.04787230157881146,-0.3482,-0.0476,-0.0125,0.0122,0.2492,-0.013082835302293259,-0.0213875,-0.1735834624237173,0.1735834624237173
sensor_102,6,0.0038289725590299937,0.00111460602178091,0.06296766399989996,-0.5353,-0.0357,0.0,0.0336,0.2979,0.0018416609471516813,-0.009071153846153847,-0.17341480978301793,0.17341480978301793
sensor_175,1,0.0006381620931716656,0.7780436143039591,0.11632213822392524,0.4616,0.6922,0.7682,0.8439,1.172,0.776713269493844,0.7967451923076924,0.1723143169502191,0.1723143169502191
sensor_351,24,0.015315890236119975,0.027584251458198317,0.024562918063232752,0.002,0.0166,0.0253,0.0339,0.6188,0.027299861014593467,0.031519230769230765,0.1718819053158029,0.1718819053158029
sensor_417,2,0.0012763241863433313,8.190905495207668,4.0545151785465565,2.1531,5.7655,7.3956,9.1688,39.0376,8.237010814510608,7.543214423076924,-0.17121794696253584,0.17121794696253584
sensor_416,9,0.00574345883854499,3.4043485237483955,1.0354331579490537,0.0,2.6601,3.234,4.0107,9.69,3.4160290921595595,3.2410451923076926,-0.1690921496361879,0.1690921496361879
sensor_227,2,0.0012763241863433313,0.019125047923322685,0.010755712754397951,0.0062,0.0132,0.0165,0.0212,0.1541,0.019005407255304585,0.020805769230769232,0.1674787703439626,0.1674787703439626
sensor_453,1,0.0006381620931716656,5.460971264367817,2.2508044285391753,0.9037,3.747875,5.2271,6.902475,34.4902,5.485977154582764,5.109446153846154,-0.16737921257501243,0.16737921257501243
sensor_446,1,0.0006381620931716656,1.1750031928480202,0.17615820845233035,0.6968,1.0468,1.1638,1.2723,1.7639,1.1730511627906977,1.202444230769231,0.1669470050903656,0.1669470050903656
sensor_037,1,0.0006381620931716656,66.2212735632184,0.3041407986805709,64.9193,66.04065,66.23179999999999,66.343275,67.9586,66.2179221614227,66.26838653846153,0.16601321055762275,0.16601321055762275
sensor_334,6,0.0038289725590299937,0.16836386931454195,0.17288255254879842,0.0282,0.0894,0.1294,0.2104,3.4125,0.16648064516129032,0.1947471153846154,0.16358470043181894,0.16358470043181894
sensor_479,6,0.0038289725590299937,3.2833942344650864,2.638608319672745,0.6459,2.6277,3.1845,3.6253,63.3336,3.2553563486616333,3.676194230769231,0.15956757515614398,0.15956757515614398
sensor_317,1,0.0006381620931716656,0.17262911877394635,0.07239235980809001,0.0283,0.11737500000000001,0.1634,0.2181,1.0034,0.17339555403556772,0.16185480769230767,-0.1594942452506228,0.1594942452506228
sensor_324,1,0.0006381620931716656,13.332171711366538,6.615849551191287,2.2345,7.5786,12.5045,17.925175,51.8678,13.262205471956225,14.315735576923077,0.15931784696298765,0.15931784696298765
sensor_198,6,0.0038289725590299937,0.5573587443946189,0.5377051946449523,0.09,0.296,0.424,0.726,10.017,0.5516643788606725,0.6371346153846154,0.15902781753299788,0.15902781753299788
sensor_336,7,0.004467134652201659,9.73638641025641,7.556130948920659,5.2151,8.288525,9.073550000000001,10.041625,214.8628,9.656458310439561,10.855379807692307,0.15874226960700175,0.15874226960700175
sensor_310,1,0.0006381620931716656,0.30475178799489144,0.043459845886389924,0.1809,0.27855,0.3029,0.3319,0.4438,0.3042941176470588,0.31118557692307697,0.1586438448222451,0.1586438448222451
sensor_067,6,0.0038289725590299937,16.71544356181935,307.5022930665586,0.4137,0.8907,0.9783,1.065,7272.8283,13.468253328757722,62.207329807692304,0.1585730620480515,0.1585730620480515
sensor_066,6,0.0038289725590299937,706.668522869955,11.623078342670448,632.4226,698.7702,706.4536,714.597,770.6084,706.7896903912149,704.9710125,-0.15654040416763207,0.15654040416763207
